id,Gene name,strength,eigenvector,close,betweenness,community,core4854,core6920,core7464
AGAP002872,,161.95,0.033605737,0.235829314,0.000265769,3,core4854,core6920,
AGAP002874,,5.15,6.69E-05,0.20728089,1.01E-07,1,,,
AGAP002875,,18.45,0.000307126,0.215888963,3.60E-08,4,,,
AGAP002876,,2.78,1.83E-05,0.202051544,3.24E-07,1,,,
AGAP002877,,13.77,0.000322963,0.213896403,8.83E-05,2,,,
AGAP002878,,12.51,0.000269216,0.218247719,4.31E-08,1,,,
AGAP002879,,110.04,0.003521437,0.26510354,0.003496633,5,core4854,,
AGAP002880,,81.34,0.000639363,0.228464512,5.13E-05,1,,,
AGAP002881,,69.53,0.003290933,0.222929884,4.65E-05,2,,,
AGAP002883,,3.44,2.85E-05,0.203399519,1.77E-06,1,,,
AGAP002884,,1.45,0.000210874,0.199928441,0,4,,,
AGAP002885,,20.59,0.002115517,0.216137988,0.000170067,2,,,
AGAP002886,GPRNNA2,28.98,0.000904826,0.217030894,1.60E-05,2,,,
AGAP002888,GPRNNA3,109,0.009201188,0.242290342,0.000308722,2,core4854,,
AGAP002889,,175.68,0.01527169,0.240922839,8.01E-05,5,core4854,core6920,core7464
AGAP002890,,59.51,0.00083911,0.22093306,5.47E-05,7,,,
AGAP002891,GPRMGL4,13.94,7.92E-05,0.196526761,0.000124143,2,,,
AGAP002892,,134.68,0.001361756,0.240217884,0.000169881,4,core4854,,
AGAP002893,mRpS23,44.26,0.000679529,0.227096374,1.45E-05,1,,,
AGAP002894,CYP6Z4,5.37,3.75E-05,0.180023333,9.48E-06,2,,,
AGAP002895,,6.25,1.67E-05,0.191889472,8.14E-06,1,,,
AGAP002896,,3.43,1.82E-05,0.187163667,1.01E-07,6,,,
AGAP002899,,11.58,0.000100404,0.214143412,0.000185517,4,,,
AGAP002900,,4.14,9.95E-05,0.218549669,0,1,,,
AGAP002901,,10.73,0.000231467,0.220446656,0,1,,,
AGAP002902,,46.98,0.00248936,0.225495893,1.16E-05,4,,,
AGAP002903,,33.54,0.006157555,0.228014099,0.000213931,2,,,
AGAP002904,IR41a,107.54,0.010604835,0.232367269,0.000142102,2,core4854,,
AGAP002905,OBP13,19.28,2.24E-05,0.190847159,0.000245624,7,,,
AGAP002906,,19.49,0.000194185,0.21363272,1.58E-07,1,,,
AGAP002907,,46.47,0.005096637,0.220784858,5.52E-05,2,,,
AGAP002908,,10.27,3.90E-05,0.205391741,2.14E-05,1,,,
AGAP002909,,163.74,0.032252915,0.245479921,0.001498342,3,core4854,,
AGAP002910,,205.57,0.018264877,0.238359962,0.000418092,2,core4854,,
AGAP002911,CTLMA9,30.88,0.002580908,0.199858105,4.83E-05,3,,,
AGAP002912,,19.64,0.000220635,0.211700095,0.000167093,2,,,
AGAP002913,,2.06,3.24E-05,0.186897661,0,4,,,
AGAP002915,,1.33,1.89E-07,0.160385279,8.63E-08,4,,,
AGAP002916,,67.02,0.010445187,0.234840866,0.000156809,3,core4854,,
AGAP002917,mRpL34,46.97,0.001523675,0.233052238,1.13E-05,1,,,
AGAP002918,,45.15,0.000419977,0.231622358,1.15E-05,1,,,
AGAP002919,RpS6,165.11,0.013234399,0.243993469,0.000254874,5,core4854,core6920,core7464
AGAP002920,,116.07,0.000693132,0.23390852,3.14E-05,8,core4854,,
AGAP002921,RpL36,233.04,0.025723026,0.270445334,0.001472968,5,core4854,core6920,core7464
AGAP002922,,88.96,0.003746798,0.238406906,0.00033419,4,core4854,,
AGAP002923,,64.88,0.000555527,0.22681468,1.81E-05,1,,,
AGAP002924,,21.61,0.006620845,0.225733971,9.23E-06,3,,,
AGAP002925,,111.44,0.002727878,0.246781999,0.001584813,7,,,
AGAP002926,,29.15,0.001900116,0.195033643,1.23E-05,10,,,
AGAP002928,,5.05,9.22E-07,0.177250435,5.90E-07,14,,,
AGAP002929,,61.34,0.000696569,0.235519025,6.69E-05,4,,,
AGAP002931,Arf2,197.4,0.014975272,0.251476247,0.000145607,5,core4854,core6920,core7464
AGAP002932,,267.98,0.029694193,0.266064727,0.001821068,4,core4854,,
AGAP002933,,44.76,0.000169318,0.215724764,1.21E-05,1,,,
AGAP002935,eIF3f,15.92,0.000198518,0.224578026,6.38E-05,1,,,
AGAP002936,,32.38,0.000362775,0.208162527,1.44E-08,6,,,
AGAP002937,,146.73,0.034640075,0.236370082,1.55E-05,3,core4854,core6920,
AGAP002938,,52.78,0.011833091,0.232634509,0.000156996,3,,,
AGAP002939,,2.14,1.59E-06,0.181313041,4.17E-07,1,,,
AGAP002940,,22.12,0.000460972,0.220119094,2.51E-06,1,,,
AGAP002942,,52.4,0.005633113,0.230779568,2.43E-06,4,,,
AGAP002943,,3.38,7.93E-05,0.189816818,2.53E-06,5,,,
AGAP002945,,4.79,6.32E-05,0.212540537,4.71E-06,1,,,
AGAP002947,,1.36,6.06E-06,0.182118828,0,1,,,
AGAP002948,,6.13,0.000122937,0.206563112,9.06E-07,4,,,
AGAP002949,,271.93,0.039128703,0.260491291,0.000621052,4,core4854,,
AGAP002950,,10.84,8.57E-05,0.214494604,2.01E-07,4,,,
AGAP002951,,3.45,1.75E-05,0.189339242,5.54E-06,4,,,
AGAP002952,,52.8,0.001730434,0.24139831,0.000300953,4,,,
AGAP002953,,11.08,9.45E-05,0.21879861,8.77E-07,1,,,
AGAP002954,,62.57,0.000428966,0.231395011,3.19E-05,1,,,
AGAP002955,,2.03,1.19E-05,0.176213608,0,4,,,
AGAP002956,,35.28,0.000362835,0.226812242,0.000166372,1,,,
AGAP002957,,16.91,0.000214563,0.216818935,7.19E-07,1,,,
AGAP002958,,77.55,0.001161758,0.223221156,1.70E-05,4,,,
AGAP002959,,61.74,0.000596274,0.233827752,1.67E-05,1,,,
AGAP002960,,92.68,0.000903511,0.239571781,0.000138081,1,core4854,,
AGAP002961,,65.33,0.000519712,0.22721585,6.02E-05,1,,,
AGAP002966,PELLE,26.28,0.000468693,0.23037916,0.00023923,2,,,
AGAP002967,,128.43,0.006267339,0.251332137,0.000558359,4,core4854,,
AGAP002968,,2.75,3.12E-05,0.206343142,1.09E-05,1,,,
AGAP002969,,83.97,0.002087745,0.240054071,0.000171622,5,,,
AGAP002970,,64.21,0.002411281,0.224986888,2.93E-05,4,,,
AGAP002971,,140.86,0.00176896,0.221670457,1.01E-05,6,core4854,,
AGAP002972,alpha2,26.21,0.00020455,0.221151825,0.000213771,2,,,
AGAP002973,,8.35,0.001002419,0.201707216,2.16E-08,3,,,
AGAP002974,,111.45,0.000829711,0.235947263,0.000880072,6,core4854,,
AGAP002975,,1.4,1.55E-06,0.16392437,1.05E-06,2,,,
AGAP002976,,2.06,2.73E-05,0.174935461,1.10E-05,2,,,
AGAP002977,,214.53,0.030590849,0.24610136,0.00040461,2,core4854,,
AGAP002978,,6.93,0.000560052,0.194777907,7.19E-08,3,,,
AGAP002979,,20.24,0.000595676,0.207540096,1.94E-05,2,,,
AGAP002980,,17.27,0.000528172,0.205594234,5.72E-07,2,,,
AGAP002981,,81.09,0.000879515,0.243185601,0.000632676,1,core4854,,
AGAP002982,,0.74,4.59E-06,0.187691601,0,8,,,
AGAP002983,,16.96,0.000266149,0.224450076,3.48E-05,4,,,
AGAP002984,,3.31,1.53E-05,0.192543466,9.13E-07,4,,,
AGAP002985,,39.37,0.000274001,0.207619566,7.48E-07,8,,,
AGAP002986,,0.65,4.25E-07,0.151394126,0,6,,,
AGAP002988,,35.06,0.00021019,0.223092345,1.38E-05,1,,,
AGAP002989,,0.7,1.85E-06,0.158497234,0,2,,,
AGAP002990,,17.5,7.94E-05,0.216172841,0.000592153,1,,,
AGAP002991,,1.34,1.51E-05,0.176211891,0,5,,,
AGAP002992,,1.35,1.65E-06,0.17686154,2.31E-05,7,,,
AGAP002993,,16.01,0.000988763,0.212410291,9.18E-06,2,,,
AGAP002994,CPR10,21.52,9.00E-05,0.188121252,0,6,,,
AGAP002995,Or59,269.7,0.014203562,0.247067754,0.00211285,2,core4854,,
AGAP002996,,21.95,0.00819264,0.221402322,2.17E-05,3,,,
AGAP002997,,6.15,0.001172224,0.205565801,0,3,,,
AGAP002999,,5.69,3.65E-05,0.190258632,6.09E-05,16,,,
AGAP003001,,23.94,0.000195976,0.226796133,9.28E-06,1,,,
AGAP003002,,20.72,0.000212021,0.21847855,1.44E-08,1,,,
AGAP003003,Aats-tyr,69.04,0.000688556,0.228997926,9.24E-06,1,,,
AGAP003004,,2.8,1.64E-05,0.193849193,1.46E-05,1,,,
AGAP003005,,1.37,0.000217407,0.193006636,0,3,,,
AGAP003006,,76.78,0.000561788,0.228286274,5.11E-05,1,,,
AGAP003007,,32.87,0.000169126,0.209561335,2.68E-05,1,,,
AGAP003008,,18.75,0.000369553,0.212688617,1.94E-05,5,,,
AGAP003009,,43.98,0.002112468,0.212078306,8.27E-06,2,,,
AGAP003010,,58.71,0.007452225,0.229908757,2.92E-05,2,,,
AGAP003012,,18.94,0.002420136,0.217455955,9.26E-05,13,,,
AGAP003013,,0.71,5.42E-07,0.156007415,0,2,,,
AGAP003014,,6.15,9.08E-06,0.185336971,1.60E-06,8,,,
AGAP003015,,2.04,8.27E-07,0.157610987,0.000169592,7,,,
AGAP003016,,17.22,0.000319489,0.22111519,8.98E-06,1,,,
AGAP003017,,0.66,2.62E-06,0.161243061,0,5,,,
AGAP003018,,6.76,0.000138233,0.204982406,5.46E-05,6,,,
AGAP003019,,85.5,0.000820044,0.237336141,6.37E-05,4,core4854,,
AGAP003020,,4.1,2.09E-06,0.156461406,5.75E-08,9,,,
AGAP003021,,88.49,0.023830725,0.24553579,1.42E-05,3,core4854,,
AGAP003022,,30.07,0.000178428,0.237259623,0.004506349,11,,,
AGAP003023,,7.68,6.64E-05,0.217471678,1.01E-06,1,,,
AGAP003024,,15.82,0.000382692,0.228036532,0.00022436,5,,,
AGAP003025,RpLp2,182.24,0.013831752,0.258448259,0.000888196,5,core4854,core6920,core7464
AGAP003026,,0.69,1.02E-05,0.188838309,0,1,,,
AGAP003027,,48.62,0.000294321,0.20721314,0.000140711,7,,,
AGAP003028,,13.83,6.80E-05,0.215204429,3.43E-05,1,,,
AGAP003029,,53.91,0.000399429,0.228188225,4.09E-05,4,,,
AGAP003030,,16.52,0.000410655,0.209150446,4.38E-05,5,,,
AGAP003032,,11.8,0.003261501,0.213240906,0,3,,,
AGAP003033,,26.74,0.000140164,0.217303814,7.77E-06,1,,,
AGAP003034,,166.04,0.001396506,0.239628542,6.96E-05,1,core4854,,
AGAP003035,,7.67,8.91E-05,0.2161763,0,1,,,
AGAP003036,,103.24,0.00086447,0.233347976,0.000132252,1,core4854,,
AGAP003037,,96.84,0.021798926,0.227730741,0.000125844,3,core4854,,
AGAP003038,,9.39,3.43E-05,0.188518321,1.94E-06,7,,,
AGAP003039,,1.38,0.000300025,0.192456561,0,3,,,
AGAP003040,,3.36,6.40E-05,0.184581297,8.34E-07,4,,,
AGAP003041,,50.2,0.000205634,0.221471206,3.35E-05,1,,,
AGAP003042,,0.68,5.16E-06,0.165883326,0,3,,,
AGAP003043,,152.68,0.040136353,0.255558755,0.000130712,3,core4854,core6920,
AGAP003047,,60.4,0.017288952,0.237619223,3.89E-06,3,core4854,,
AGAP003048,,40.64,0.000361177,0.225364866,1.29E-07,1,,,
AGAP003049,,2.76,5.94E-06,0.183692765,2.18E-05,7,,,
AGAP003050,,2.06,2.23E-06,0.174358592,8.18E-06,9,,,
AGAP003051,,1.33,1.36E-06,0.169701149,1.87E-07,6,,,
AGAP003052,,8.18,0.000198325,0.208678702,0,5,,,
AGAP003053,Or45,63.08,0.008740519,0.232983985,0.000109267,3,,,
AGAP003054,,63.91,0.008804986,0.226176771,6.16E-05,2,,,
AGAP003055,,2.74,6.74E-05,0.181217162,9.35E-07,13,,,
AGAP003056,,1.42,5.78E-07,0.154465149,1.63E-06,9,,,
AGAP003057,CLIPB8,4.14,1.65E-05,0.181004142,0,7,,,
AGAP003059,,189.4,0.048957194,0.254134612,0.000141631,3,core4854,core6920,
AGAP003060,,2.11,2.00E-05,0.159063,0,3,,,
AGAP003061,,30.34,0.000352243,0.222403457,0.000181867,1,,,
AGAP003062,TUBE,3.57,1.05E-05,0.187377759,0.000177294,2,,,
AGAP003063,,29.96,0.001283826,0.219724316,0.00029041,5,,,
AGAP003064,,432.65,0.003020986,0.254799661,0.001976771,1,core4854,,
AGAP003065,CYP11179,50.73,0.001935952,0.219536839,0.000145551,2,,,
AGAP003068,,59.69,0.001028761,0.246859977,0.000751379,4,,,
AGAP003069,,15.89,0.00062534,0.212485637,1.64E-05,5,,,
AGAP003070,,120.32,0.009825752,0.241453982,0.001003644,2,core4854,,
AGAP003071,,67.98,0.000562159,0.210365536,5.06E-06,11,,,
AGAP003075,,12.96,0.000178174,0.213033026,3.99E-05,1,,,
AGAP003076,GPRGHP1,81.79,0.004274166,0.238027003,0.001054495,2,,,
AGAP003077,,0.68,7.68E-07,0.166422076,0,2,,,
AGAP003078,,3.52,0.000244541,0.211220783,6.86E-05,2,,,
AGAP003080,,5.46,0.000228737,0.20285775,7.86E-06,4,,,
AGAP003081,,2.05,5.40E-05,0.200602037,0,1,,,
AGAP003082,,49.05,0.004083442,0.22179124,4.48E-06,2,,,
AGAP003083,,1.99,1.42E-06,0.155047457,0,11,,,
AGAP003085,,24.31,0.000103991,0.215558325,4.30E-05,8,,,
AGAP003086,,36.33,7.66E-05,0.205503922,6.45E-05,8,,,
AGAP003087,,42.06,0.000103004,0.212202659,0.000285825,8,,,
AGAP003088,,81.15,0.003225488,0.239294328,0.000266034,5,core4854,,
AGAP003089,,128.74,0.002121629,0.23924288,0.000225613,1,core4854,,
AGAP003090,,2.04,1.93E-06,0.171199699,2.41E-05,11,,,
AGAP003091,,8.84,0.001394961,0.20698714,2.11E-05,3,,,
AGAP003092,,2.07,0.00037918,0.195924557,4.31E-08,3,,,
AGAP003093,,78.53,0.000601318,0.232131444,6.08E-05,1,core4854,,
AGAP003094,,67.89,0.000519779,0.228486472,0.000183836,1,,,
AGAP003095,,2.01,7.13E-07,0.156107643,0,7,,,
AGAP003096,,25.79,0.002020379,0.216593497,7.68E-05,3,,,
AGAP003097,,10.95,1.10E-05,0.178216403,5.75E-08,7,,,
AGAP003098,Gr23,89.09,0.006605347,0.230578732,0.000149664,2,core4854,,
AGAP003099,,6.03,2.36E-06,0.174566177,3.93E-06,16,,,
AGAP003106,Nep4,16.43,0.000236334,0.211224264,1.79E-06,6,,,
AGAP003108,,40.33,0.003397741,0.223124952,0.000406138,3,,,
AGAP003109,,40.7,0.006808197,0.241615672,0.000361159,4,,,
AGAP003111,,47.07,0.000152872,0.21699691,7.97E-05,1,,,
AGAP003112,,83.89,0.001938749,0.235066552,2.63E-05,1,core4854,,
AGAP003114,,1.36,5.38E-06,0.179242636,0,6,,,
AGAP003115,,208.32,0.030711108,0.245141952,0.000423919,3,core4854,,
AGAP003116,,59.98,0.000529756,0.211021756,0.000145855,11,,,
AGAP003118,,202.79,0.011136441,0.245557482,0.00045297,4,core4854,,
AGAP003119,,186.83,0.020547945,0.258374201,0.000803545,5,core4854,core6920,core7464
AGAP003120,,10.33,0.002712283,0.217353141,1.20E-08,3,,,
AGAP003121,,6.86,6.15E-05,0.20719893,2.05E-05,6,,,
AGAP003123,,58.02,0.000446884,0.223173058,4.81E-05,6,,,
AGAP003124,,4.78,0.000197336,0.190502957,3.16E-07,3,,,
AGAP003125,,0.65,1.63E-05,0.181502538,0,2,,,
AGAP003126,,17.15,0.000273966,0.225262817,0.000160835,1,,,
AGAP003128,,32.61,0.004771042,0.232153607,1.98E-05,3,,,
AGAP003129,,5.53,0.001313684,0.212923701,3.46E-05,2,,,
AGAP003130,,47.3,0.002951282,0.217005423,0.000163048,2,,,
AGAP003131,,11.56,0.000134938,0.205343925,2.34E-07,1,,,
AGAP003132,,42.99,0.000496617,0.232973845,1.94E-05,1,,,
AGAP003134,,105.11,0.001374714,0.235453546,0.000111082,1,core4854,,
AGAP003135,,142,0.001249046,0.236737239,0.001401339,1,,,
AGAP003136,,6.2,3.48E-05,0.203908712,0.00018716,1,,,
AGAP003137,,1.34,1.57E-06,0.162897016,8.11E-06,12,,,
AGAP003138,,98.62,0.022890365,0.2425411,7.49E-05,3,core4854,,
AGAP003139,SRPN9,2.73,5.56E-05,0.183557877,7.51E-06,1,,,
AGAP003140,,35.97,0.011152654,0.230293925,3.25E-05,3,,,
AGAP003141,,2.06,7.45E-06,0.180974441,3.49E-06,7,,,
AGAP003142,,4.2,0.000105629,0.209823016,0,1,,,
AGAP003143,,1.34,1.60E-05,0.18449329,4.31E-07,12,,,
AGAP003145,,65.72,0.002000339,0.226165502,6.79E-05,2,,,
AGAP003146,,75.15,0.002400352,0.238693314,3.87E-05,4,,,
AGAP003147,,66.46,0.000622354,0.234802543,7.63E-05,1,,,
AGAP003148,,4.06,7.43E-05,0.20051829,0,1,,,
AGAP003149,,17.98,0.000779903,0.207490851,2.85E-06,2,,,
AGAP003150,,26.98,0.001504019,0.20482725,4.67E-07,2,,,
AGAP003151,,0.7,7.23E-08,0.158853545,0,2,,,
AGAP003153,VATA,1.97,0.00012751,0.190266432,0,5,,,
AGAP003154,,38.65,0.010466257,0.230302857,1.30E-05,3,,,
AGAP003155,,96.38,0.00104138,0.234479614,5.54E-06,1,core4854,,
AGAP003156,,3.44,0.000121593,0.202049065,0,4,,,
AGAP003157,,3.41,6.25E-06,0.185983611,1.61E-05,4,,,
AGAP003158,,82.21,0.005827208,0.231451043,4.95E-05,4,core4854,,
AGAP003159,,44.79,0.000256289,0.225285861,2.87E-05,1,,,
AGAP003160,,34.26,0.009699569,0.233235407,2.53E-05,3,,,
AGAP003161,,17.86,0.000351075,0.1872594,1.38E-05,13,,,
AGAP003164,,18.1,0.000245005,0.213365842,7.65E-05,7,,,
AGAP003165,,6.89,0.000128485,0.208388532,1.29E-07,1,,,
AGAP003166,,148.66,0.018308622,0.244575116,0.001184444,2,core4854,,
AGAP003167,,6.31,6.87E-05,0.21253984,1.28E-06,1,,,
AGAP003168,,52.83,0.003993379,0.224350514,6.30E-05,5,,,
AGAP003170,,66.74,0.000265026,0.225558193,0.000112097,1,,,
AGAP003171,,0.72,5.47E-08,0.14520772,0,6,,,
AGAP003172,,1.36,1.10E-06,0.174248949,0,1,,,
AGAP003173,,73.8,0.000223021,0.219771651,7.29E-05,1,,,
AGAP003174,,106.54,0.024340345,0.242158698,5.63E-05,3,core4854,,
AGAP003175,,28.17,0.003772452,0.22427583,1.08E-05,3,,,
AGAP003176,,2.67,2.41E-07,0.169170164,7.32E-06,9,,,
AGAP003177,,68.01,0.001169906,0.229467803,1.08E-05,1,core4854,,
AGAP003178,GRX2,16.19,0.000303305,0.214515147,3.11E-06,1,,,
AGAP003179,,0.7,3.67E-05,0.18663853,0,4,,,
AGAP003180,,12.2,0.000398325,0.203431119,1.23E-05,2,,,
AGAP003181,,7.46,0.000242443,0.21018353,8.40E-06,4,,,
AGAP003182,,17.12,4.37E-05,0.206874438,7.15E-05,1,,,
AGAP003183,,126.55,0.001574727,0.236605217,9.87E-05,1,core4854,,
AGAP003184,,6.18,3.30E-05,0.198044384,9.37E-05,4,,,
AGAP003186,,115.82,0.017535498,0.246093113,4.31E-05,4,core4854,,
AGAP003187,,85.01,0.002194756,0.234134201,7.60E-05,4,core4854,,
AGAP003189,,59.11,0.013440982,0.233528711,0.000200391,3,,,
AGAP003190,,33.8,9.70E-05,0.205630101,1.16E-06,8,,,
AGAP003191,,9.6,9.05E-05,0.195905643,0,6,,,
AGAP003192,,9.62,0.000159046,0.212818195,2.83E-05,5,,,
AGAP003193,,11.45,0.000127484,0.216208106,5.76E-05,1,,,
AGAP003195,,2.77,0.000532657,0.209216211,8.63E-08,3,,,
AGAP003197,,2.08,3.45E-06,0.168190737,0.00033917,7,,,
AGAP003198,,78.46,0.001598024,0.225571999,0.000703579,6,,,
AGAP003199,,57.58,0.003091299,0.238427348,3.73E-05,5,,,
AGAP003200,,0.68,1.09E-07,0.153989723,0,1,,,
AGAP003201,,0.66,7.99E-08,0.144323861,0,8,,,
AGAP003202,,13.24,0.000430692,0.210862439,0.000485446,4,,,
AGAP003203,,69.99,0.000641457,0.229874581,8.15E-05,1,,,
AGAP003204,,5.41,1.99E-05,0.189866796,2.34E-06,2,,,
AGAP003207,,103.6,0.008588053,0.242571832,1.94E-05,4,core4854,,
AGAP003208,,0.69,1.99E-05,0.183270874,0,4,,,
AGAP003209,,5.62,0.000223744,0.184512364,0,10,,,
AGAP003211,,25.71,0.003278065,0.213236761,1.16E-05,3,,,
AGAP003212,Adrenodoxin,7.87,0.000117851,0.211560966,1.88E-05,1,,,
AGAP003213,,11.18,5.27E-05,0.209837001,6.65E-05,1,,,
AGAP003214,,33.83,0.000227146,0.216553617,1.61E-05,1,,,
AGAP003215,Rpt2,7.14,2.59E-05,0.193974542,1.02E-05,1,,,
AGAP003216,Rpt2,26.03,0.000163534,0.221629194,0.000112607,1,,,
AGAP003217,mRpS6,21.75,0.000499942,0.218952184,7.13E-06,5,,,
AGAP003218,,53.67,0.000329294,0.224532147,1.19E-05,1,,,
AGAP003219,,11.82,0.003987208,0.226797987,5.25E-06,3,,,
AGAP003220,,5.55,7.70E-06,0.190264959,1.97E-05,1,,,
AGAP003222,,29.81,0.000476078,0.242122076,0.000282368,4,,,
AGAP003224,,17.39,0.00012039,0.212670586,3.66E-05,1,,,
AGAP003225,,195.91,0.001081439,0.238688927,0.000413429,8,core4854,,
AGAP003226,,56.34,0.001054432,0.220013986,0.000104014,2,,,
AGAP003227,,4.16,1.64E-05,0.201079785,2.29E-05,11,,,
AGAP003228,,64.38,0.000257233,0.216879983,0.000121115,1,,,
AGAP003229,,84.98,0.000559019,0.236001138,0.000370686,8,,,
AGAP003230,,34.41,0.000196695,0.220609924,2.22E-05,8,,,
AGAP003231,,0.7,1.70E-07,0.158630167,0,2,,,
AGAP003232,,17.21,0.000636883,0.222473318,0,4,,,
AGAP003233,,15.11,0.000282006,0.199074638,1.30E-05,2,,,
AGAP003235,,65.25,0.011538697,0.229804222,0.000108548,3,core4854,,
AGAP003236,,5.54,0.00012868,0.218778464,0.000220508,1,,,
AGAP003237,,32.17,0.000492735,0.20321337,1.39E-05,11,,,
AGAP003238,,2.01,3.30E-05,0.193060815,0,6,,,
AGAP003239,,77.86,0.000623741,0.220274422,7.81E-05,7,,,
AGAP003240,,47.15,0.004067653,0.22496784,2.12E-05,4,,,
AGAP003241,,4.82,0.000117211,0.204030199,5.43E-05,6,,,
AGAP003242,,28,0.000187979,0.22911797,0.000252414,1,,,
AGAP003243,,107.83,0.003735916,0.245181099,9.43E-05,5,core4854,,
AGAP003244,GPRGHP2,97.8,0.006152091,0.237737331,0.000309965,2,,,
AGAP003245,,3.44,3.61E-06,0.192933671,1.59E-05,2,,,
AGAP003246,CLIPB2,19.16,2.00E-05,0.189484274,2.62E-05,7,,,
AGAP003247,CLIPB19,2.06,1.96E-06,0.176470728,1.09E-06,7,,,
AGAP003248,,9.66,5.70E-06,0.177411132,0,7,,,
AGAP003250,CLIPB4,46.06,0.000292955,0.209011673,0.000184433,7,,,
AGAP003251,CLIPB1,9.79,4.12E-05,0.187485885,5.35E-06,7,,,
AGAP003253,,24.15,0.001598103,0.216492074,6.38E-06,2,,,
AGAP003254,,38.44,0.002713479,0.226110829,3.19E-05,2,,,
AGAP003255,,59.94,0.002083794,0.2268444,0.000109845,2,,,
AGAP003256,,251.23,0.019550182,0.248877608,0.000766635,2,core4854,,
AGAP003257,GSTU2,24.74,0.001734615,0.198093355,6.87E-05,10,,,
AGAP003258,,137.16,0.007300584,0.238065203,0.000338546,2,core4854,,
AGAP003260,Gr21,23.53,0.000809651,0.213052423,2.95E-05,2,,,
AGAP003261,,18.53,0.004147096,0.216703764,0.000180373,3,,,
AGAP003262,,66.07,0.000690719,0.228502281,1.94E-06,1,,,
AGAP003263,,7.47,3.16E-05,0.194341244,0,8,,,
AGAP003264,,83.53,0.000710247,0.236154792,0.000102183,1,core4854,,
AGAP003265,,2.06,2.81E-05,0.206999304,0,1,,,
AGAP003266,,2.09,1.63E-05,0.183014603,0,8,,,
AGAP003267,,1.35,0.000150067,0.181963095,1.58E-06,8,,,
AGAP003268,,107.66,0.021545382,0.255596165,0.000399938,4,core4854,,
AGAP003269,,112.57,0.02160224,0.241270096,0.000177695,3,core4854,,
AGAP003271,,75.94,0.000692209,0.21480478,8.95E-06,6,core4854,,
AGAP003272,,158.01,0.006475988,0.233990352,0.000300448,2,core4854,,
AGAP003273,,1.32,2.72E-06,0.168765486,4.23E-06,6,,,
AGAP003274,,4.12,6.89E-06,0.177585954,3.16E-06,9,,,
AGAP003275,,65.07,0.001496073,0.229935227,0.000490459,2,,,
AGAP003276,,2.07,1.97E-05,0.189169799,2.96E-06,1,,,
AGAP003277,,188.01,0.013863659,0.265350401,0.00167056,5,core4854,core6920,core7464
AGAP003278,,35.76,0.000185656,0.221361778,3.62E-05,8,,,
AGAP003279,,8.34,5.48E-05,0.209457765,2.98E-05,1,,,
AGAP003281,,172.43,0.006742813,0.24576026,0.002049096,2,,,
AGAP003282,,57.05,0.015484009,0.233091958,4.15E-06,3,core4854,,
AGAP003283,,6.11,0.000110321,0.198696977,3.79E-05,2,,,
AGAP003284,,139.57,0.020134438,0.247113473,0.000358038,4,core4854,,
AGAP003285,,21.39,0.000375968,0.209410213,0.000248224,2,,,
AGAP003286,,0.68,1.71E-07,0.154398261,0,8,,,
AGAP003288,,47.18,0.006336803,0.230537674,0.000164814,2,,,
AGAP003289,,5.46,2.37E-06,0.177029914,0,9,,,
AGAP003290,,7,2.03E-05,0.185865544,1.01E-06,8,,,
AGAP003293,,17.36,0.000113125,0.218460305,1.74E-06,1,,,
AGAP003294,,59.49,0.001016875,0.23442754,0.000124144,4,,,
AGAP003295,,3.48,2.58E-05,0.192289258,0,8,,,
AGAP003297,,2.72,8.51E-06,0.183671545,1.15E-07,7,,,
AGAP003300,,0.7,1.38E-06,0.178599771,0,1,,,
AGAP003301,,16.64,7.96E-05,0.202294104,1.51E-05,8,,,
AGAP003302,,34.18,0.00423644,0.235363956,0.000160028,3,,,
AGAP003304,,6.19,0.000534332,0.207044459,0,5,,,
AGAP003305,,151.91,0.026434455,0.241682583,0.000174715,3,core4854,,
AGAP003306,,19.91,0.000109989,0.199397715,5.57E-06,6,,,
AGAP003307,,4.81,2.72E-05,0.178798205,5.54E-07,2,,,
AGAP003308,CPAP3-C,50.19,0.011853724,0.222402303,7.67E-05,3,,,
AGAP003310,Or66,196.16,0.011779118,0.249606219,0.001191553,2,core4854,,
AGAP003311,,51.89,0.012818246,0.227725126,5.55E-06,3,,,
AGAP003312,,6.84,0.000444621,0.209045451,0.000172723,4,,,
AGAP003313,,29.2,0.000332264,0.218679392,3.86E-07,1,,,
AGAP003314,,39.18,0.001911903,0.215542227,6.12E-05,2,,,
AGAP003315,,8.35,0.000108921,0.210989461,4.31E-08,1,,,
AGAP003316,,38.95,0.000240092,0.218552431,4.38E-05,4,,,
AGAP003317,,1.39,2.59E-06,0.165470384,4.31E-08,6,,,
AGAP003318,,61.72,0.001389131,0.226877393,0.000490866,2,,,
AGAP003319,,23.72,0.000123079,0.204187939,1.80E-05,7,,,
AGAP003320,,42.78,0.00131891,0.224086057,1.52E-05,6,,,
AGAP003321,,1.37,3.46E-06,0.167658543,2.63E-05,7,,,
AGAP003322,,15.57,0.000218987,0.218558616,0.000127581,1,,,
AGAP003323,,36.63,0.00335359,0.228141578,2.43E-05,2,,,
AGAP003324,,8.25,6.58E-05,0.210025102,0,1,,,
AGAP003325,,82.02,0.007012459,0.229010133,3.87E-05,5,core4854,,
AGAP003328,,16.6,0.000353804,0.209499209,2.27E-06,1,,,
